name	criterion	diff_prop	variability
Sspo	1.26528267586774	0.143803693537549	0.0129170981096674
Rpph1	1.19401858821333	0.159075220988172	0.017749368040479
D130017N08Rik	0.860896737658723	-0.076805443702152	0.00795942840561094
Ube3a	0.837399027644637	0.0900749813920619	0.0115702690406921
5033430I15Rik	0.822460769436674	0.138343743800183	0.0282936296804821
Cfap100	0.761875103835018	-0.0883298676185434	0.0134414956181523
Slc37a1	0.756814881099054	0.0764883537009032	0.0102143633120512
Crybg1	0.755477907235954	-0.105241550058547	0.0194057724596824
Zfp953	0.751578736409718	-0.0970166566976405	0.0166626334002667
Notum	0.739582156665267	0.0807547109104373	0.0119223779184845
Gm6556	0.725951941384353	-0.102971499651769	0.0201195532690232
Gm26645	0.722409925668628	0.106466771777711	0.0217200471097722
Uba52	0.715567843418044	0.0896981006311728	0.0157132081029019
Shh	0.704913630719825	-0.0712053905299536	0.0102036118248494
Acvrl1	0.704770356607217	-0.0814075685604288	0.0133424108452321
2410018L13Rik	0.695522042273178	-0.0973883998236656	0.0196061654849689
Gstt2	0.690807392221645	0.0898826151138368	0.0169292394115726
Cobl	0.68925667105327	0.100464379999676	0.0212452702783972
Nutf2	0.688002120610396	0.0680608000350523	0.00978621033666423
Gm26621	0.686937498327415	0.105042424101159	0.0233827196584764
Gm15347	0.685114330232218	-0.0801656156440264	0.0136914725859876
Asb16	0.682337537558372	-0.0808327047989387	0.0140338133085242
Plekha3	0.679588084625284	-0.0636834337358435	0.00878135293998246
Gm44669	0.672030209961332	0.0791518019509874	0.0138721577812088
4933430I17Rik	0.666239197679291	-0.0971731117554472	0.0212731528015069
Duox1	0.66364273515997	-0.0770836154569683	0.0134913516810843
2010110K18Rik	0.663098430349084	-0.0899522839097786	0.0184021425069317
Unkl	0.662555260679328	0.0595233742826397	0.00807106550589928
Btbd19	0.662259466003198	-0.0700999164881599	0.0112041432274061
2900064F13Rik	0.659775114743817	-0.0891170033649835	0.0182443874789415
Pirt	0.658508602289299	0.0988716049014708	0.0225434438721761
Lrp8os2	0.658485299857641	0.0727646249591065	0.0122109210200813
Lct	0.658062245211595	0.105960826578352	0.0259272661111035
A3galt2	0.657520897100267	-0.0712734388437354	0.0117499578003319
Slc16a5	0.657015300521149	0.0856351811047715	0.0169884389591124
Gm10941	0.65303548093177	-0.0814105152426872	0.015541303814115
6720483E21Rik	0.650873821430512	-0.0981905032725489	0.0227585905984079
Cenpv	0.650680210461847	-0.0843283791983112	0.016796249200158
Tifab	0.650445559107045	0.0801338879259001	0.0151778593076824
Gm15787	0.646465480104861	0.083482405552977	0.0166762820086107
Ankrd9	0.646286094890197	-0.0692492344863266	0.011481016199735
A730020M07Rik	0.642518852877276	0.0789005415547309	0.0150795443044393
Golgb1	0.640823927313191	-0.0664959394256784	0.0107674487519537
Gm15764	0.638201498929977	0.10447490192949	0.0267983654022204
Osbpl5	0.637846662665802	0.0657966648596147	0.0106408221791971
Stox1	0.637469979928211	0.102637587238355	0.025923485496324
Mpp4	0.636515145817037	-0.0796868457466246	0.015673131906114
Pmel	0.63442348443045	-0.0819167477817174	0.0166719693005425
Gm6277	0.633928091250949	-0.0945191746707686	0.0222310434439643
Hyal1	0.631811447076129	-0.080140149973981	0.0160888618077638
Bend5	0.629745243990837	-0.095234735856026	0.0228697264843091
Ccpg1	0.627690277764269	-0.0963738904653323	0.0235737122663438
Llgl2	0.626287797200053	0.0980587192377131	0.0245145843116226
Eef1b2	0.625118031263846	-0.0488921346480349	0.00611721783431689
Rflna	0.623280524167276	0.102076899245526	0.0268217941552425
Cdk5rap1	0.623065397181783	-0.0727646160797559	0.0136387076109628
Cdc42ep5	0.618330302698624	0.0970164482418192	0.0246178250509838
Gm22573	0.618276393218406	-0.0824494737204906	0.0177832218403078
Slc25a47	0.615615992575113	-0.0869289405761969	0.0199392577146504
Wnk4	0.613215285695323	0.0861672933662269	0.0197450827731615
D430018E03Rik	0.612298391644275	-0.0815240231089485	0.0177273969518741
Ttn	0.612011828294343	-0.0847088341169745	0.0191574533736491
Tgfbr3l	0.611213420818006	-0.100283399661356	0.0269198312525736
Hvcn1	0.610368278854225	-0.0809905687592404	0.0176069847302428
Dgat1	0.608214842349565	0.0810184027047113	0.0177440733986726
Dysf	0.608083532380611	-0.0643268526639638	0.011190722368819
Tmem82	0.607429915339133	0.0832733174577	0.0187940067986455
Gm38228	0.60557702931904	0.0970494120017568	0.0256830756214375
Shcbp1l	0.60552946685912	0.0945217663272228	0.0243664967237808
0610040B10Rik	0.604276089716923	0.0792099800046103	0.0171826042241881
B230217O12Rik	0.604230582716066	-0.101151005398855	0.0280243147249149
Hscb	0.601623740769156	-0.0608877731989375	0.0102426009048698
Gm29367	0.601580483293972	-0.075561810088368	0.0157767385793685
9530053A07Rik	0.601344314754876	-0.101661090638306	0.0285800582986639
Gch1	0.598000274825808	-0.0678254165676373	0.0128641819001554
Tmc4	0.597827912731997	-0.0784893692838019	0.0172373024327525
Blnk	0.594417571305571	0.0868031070021281	0.0213249127553733
Ighm	0.593186429976009	0.0753276805181284	0.0161260044425171
Hibch	0.591850740628092	0.0600822751738432	0.0103054829521227
Gm30003	0.59104564767946	0.0951814201418576	0.0259335704660148
Gm44256	0.588749969868557	0.0684555750062915	0.0135193511867848
AI661453	0.587027617388548	0.106181514936467	0.0327175494435761
Zfp976	0.586578528722717	-0.0619874429557773	0.0111674783570544
Ttc39aos1	0.583558820156743	-0.0935947770731126	0.025723730639317
Gm43266	0.583443406475384	-0.0769086934603773	0.017376143504582
Clec9a	0.583417397295992	-0.0858476009539925	0.0216519779078422
Dmrta2	0.583363601548512	-0.0912802112611784	0.0244835628521559
Gm43662	0.582254345053833	0.0875708117399203	0.022620035105857
Spata7	0.579565849072392	0.0445606869967742	0.00591150664462074
Gm17509	0.579090517002448	-0.0738662618558942	0.0162704414463485
Actrt3	0.578701448481999	-0.0838796124790126	0.0210089182889639
Stx16	0.577893397641329	0.039752045381565	0.00473176855250074
Ston2	0.57676530945147	0.0707470935432318	0.0150459267530339
Hba-ps4	0.576521770096737	0.0913100019820499	0.0250844903449564
Gm11413	0.575823800483456	0.0824944806039177	0.0205244043400505
Garnl3	0.574947386038036	0.0638164116989133	0.0123199389003766
Sox18	0.574703931576184	-0.0790254392793152	0.0189079959637857
Gm15122	0.574340438460648	-0.0796452722103325	0.0192300853182136
1700037C18Rik	0.572812203956771	0.0641710164819551	0.0125502770464052
Samd15	0.572199703562872	0.0718639357804495	0.0157734516975044
Smim17	0.57148570844469	0.0809758409885341	0.0200770631949671
Fzd5	0.569524750076408	0.0607143082178968	0.0113646717858982
Gsta3	0.569407395220748	-0.0750891749234204	0.0173903554211945
Lime1	0.568725680268407	-0.0694503059486325	0.0149122319023322
Vta1	0.567919668809931	0.0835836785986898	0.0216605331498838
Gm43719	0.567473449584526	0.0817709277598796	0.0207637961483128
Spn	0.566927011748954	-0.0617912307887171	0.011879533646185
Dnm3os	0.566598634365202	-0.0770898323225534	0.0185115658054342
Gm44941	0.566361222922559	-0.097364018806862	0.0295535707725661
Wdr49	0.565501388662691	0.0990462651404449	0.0306767153096544
Tpk1	0.564957820857334	0.0440139325514051	0.00606943545114358
Apobr	0.564831190359534	0.0748055839245534	0.0175400445948869
Nr4a2	0.56262618688688	0.0803379331363318	0.0203892581509327
Nat2	0.560000385119871	-0.0773037841190737	0.0190556977670609
Ncf2	0.559237247419221	-0.0570094690885232	0.0103920640377708
Crym	0.558676515038902	0.0858509295721391	0.0236139790226469
Gm15927	0.55863298315135	0.0598697551938834	0.0114858149934977
Thpo	0.558583871271251	0.0659060846389063	0.013921122026995
Gm43128	0.557332496627979	0.0895385165888705	0.0258101814227305
2700046G09Rik	0.55604273550031	-0.0718839653036762	0.0167127420177453
Myh15	0.554489029589882	0.0896321331074275	0.0261301286424209
Myl6b	0.554219978139048	0.083807048381257	0.0228663442299028
1700123M08Rik	0.553807963109691	-0.0653582531117296	0.0139277986473483
Pik3cg	0.553684076932993	0.0613080785198711	0.0122605892119237
Vti1b	0.552751428202516	-0.0337560029109871	0.00372942849326184
Gsx1	0.551157412706147	0.0703559723445339	0.016294860000239
Edn1	0.549556214864617	-0.0713053109005357	0.01683524761291
Proscos	0.549427872860584	0.0792214258675007	0.0207904521363673
Muc1	0.548889462892633	-0.0680684116451674	0.015378764478875
A930029G22Rik	0.546371400922867	-0.070602223148282	0.0166978607723701
Nlrp3	0.545496724061882	-0.0736240737900595	0.0182160997158562
Gm17705	0.545078163776781	0.0804282184438529	0.0217720503076932
Atp8b5	0.544669039861014	0.104347564218958	0.0367028046407081
Gm42608	0.544518673372945	-0.0879465596438421	0.0260862801878924
Gm12258	0.544489758104458	-0.0605263213989064	0.012356888536109
Etfbkmt	0.543799696128782	-0.0856864368825616	0.0248282578222927
Ccdc159	0.542479249865487	0.0628908998941264	0.013440312183299
Gm43272	0.541067831150763	-0.08632299219551	0.02545361926202
Hes7	0.539865622595146	-0.0792701574554717	0.0215599671465342
Bhlhe40	0.539621806948182	0.0439090812515203	0.00662109343275709
4632404M16Rik	0.538561078361157	-0.0716901803464318	0.0177194165644996
Atp6ap1l	0.538234365872504	-0.0879422599885728	0.0266963813175003
Dnaaf3	0.538114186664385	0.071868465386488	0.0178372483574601
Wars	0.537878939802022	-0.039233897771006	0.00532051696004283
Nubpl	0.53697313691183	-0.0551991346561866	0.0105671876402778
Lrp8os3	0.536508718830286	0.0772918698001438	0.0207545852494001
Nupr1	0.536262600842105	-0.0659479403063271	0.0151233308072213
Tmem209	0.536123563123518	0.0341250229921118	0.00405150253283156
Pilra	0.535798929584701	0.0894164531504444	0.0278503844410012
Tbc1d8	0.53519199669433	0.0628356867347402	0.0137845791391661
Gm17096	0.535011562493445	-0.0751052754065257	0.0197067292591585
Fes	0.534648351829868	-0.0618939321485172	0.013401693591754
Fgfbp1	0.53461510758812	0.0665938459580369	0.0155162132542998
Tpcn2	0.533322684918485	0.0566754071447351	0.0112929962452165
Kcne4	0.532757449920617	-0.0774528411570472	0.0211356517142238
Emilin3	0.532660379077383	0.0644210195714638	0.0146269709991541
Orc1	0.531936315998571	0.0591223278622777	0.0123533221921719
Gm13344	0.531872591428228	-0.0784591575085524	0.0217606597954628
3110070M22Rik	0.531410712861261	0.0719496600818961	0.0183314526992704
Gm12709	0.53066092923259	-0.0715198082682811	0.0181642912436245
Gm18782	0.530186858683255	-0.0777821122687218	0.0215229376462438
Vangl1	0.528800723018388	0.0520190125533336	0.00967698632652324
Saxo2	0.527156088205684	0.0668502672128699	0.0160815476495292
Fendrr	0.52690025120977	0.072924777670675	0.0191554966358232
Mill2	0.52457612162113	0.0545120047420299	0.0107985954702202
Pcdhga7	0.523905435185724	-0.046288844499841	0.00780632937039506
Gm9847	0.523427494545423	0.051615649781266	0.00972410713438182
Gm43231	0.52217001203008	0.0759352380436089	0.0211476865007943
Mettl5	0.520937010770521	-0.0644993644665658	0.0153299395925286
Pcdhb11	0.520184208527667	0.0548916936314157	0.0111352233751804
Gm11221	0.51810214871947	-0.063684724755144	0.0151091406972623
Alg3	0.517046656745889	-0.055714944390917	0.0116113825649536
2810428J06Rik	0.516778522687289	0.0802622471227375	0.0241220224364021
Trim39	0.51540784910859	-0.0547234650635074	0.011273145739119
Pctp	0.515248664359064	-0.0636146822514261	0.0152433694343327
Gm42531	0.515240175730906	-0.0744192923800067	0.0208617930574186
Gm12263	0.51466412407283	0.0681653835060422	0.0175420350089691
Mras	0.514100374345952	0.0477623745340305	0.0086312953846465
Gm45151	0.512217466900611	-0.0681966422965115	0.0177262641505007
Nupr1l	0.511256096219697	-0.070671276406943	0.0191077201212611
Wdfy4	0.510944787549079	0.063011711339913	0.0152087879098039
Rab26os	0.51066527509203	-0.06276628909748	0.0151070703423732
Flrt1	0.509189970975605	-0.0530728806603771	0.0108638969880543
Wdr89	0.508665726601239	-0.0854610565948	0.0282274445688602
Npepl1	0.507933443766503	0.0467824257283176	0.00848304665771355
Depp1	0.507646554591192	0.0630470443335931	0.0154243395472673
Gm5869	0.507348648664895	-0.0821863477252223	0.0262413604453661
Snora17	0.50727349957356	-0.089576073558065	0.0311816931687142
Gm26666	0.507240371807394	-0.0756344940343089	0.0222337228388615
Gm14057	0.506677555490004	-0.0498656606245339	0.00968589642791616
Gm43511	0.505978364294779	-0.0753468158834134	0.0221751167217455
Gm43237	0.505306334980001	-0.0648631234083419	0.0164773068554697
Tnfrsf26	0.505299376305928	0.0940278555612896	0.0346270535570693
Gm44832	0.505290165368448	0.0888711670618191	0.0309342845279489
Lrrd1	0.5050096319486	0.0853340240836599	0.0285525650295247
4833413G10Rik	0.502691146604464	-0.0484581764997248	0.00929248057392481
Ctsh	0.501717878892449	-0.0634435237965403	0.0159902567924823
Xntrpc	0.500266706881606	-0.0782703739711643	0.0244788840540358
Derl3	0.500016670318109	0.0594435813201281	0.0141332150041802
Gm12319	0.499912071937409	-0.0686368273595399	0.018850685714062
