name	criterion	diff_prop	variability
Gm11410	1.56504246354481	0.476814935753881	0.0928212580853514
Ctsh	1.00902067608392	-0.13832730268398	0.0187938469522372
Plcb1	0.992251891529092	0.157426799044842	0.0251717528601384
Skp2	0.965093614437227	0.183734221824217	0.0362444258463498
Glb1l2	0.935738641727416	-0.227680309989238	0.0592027417146203
Fhl2	0.913953595076797	-0.185550958468291	0.0412171646472021
Gm42595	0.902833221799038	-0.147353939339703	0.0266384185454981
Nudt14	0.899981269826928	-0.117979254939728	0.0171847950168362
Ccdc174	0.894175955066468	-0.0904611976359044	0.0102347842431295
En2	0.892696043733806	-0.182812091507789	0.0419375074383817
Mdc1	0.884421147131012	-0.158063587931381	0.0319407739444097
Mex3d	0.882243427209111	0.16484455230767	0.0349118076202365
Bcl2l1	0.858159547002886	-0.120885849057359	0.0198433436487717
Gm42528	0.853288080018863	-0.143399330338953	0.0282424838330392
Galnt18	0.850709979917826	-0.130938680946423	0.0236904258700066
Lgr6	0.840273885249937	-0.160791406866118	0.0366170992788132
Ptgs1	0.839862335920233	-0.153671563160255	0.0334788712265919
6430548M08Rik	0.838656630686432	0.16176675832385	0.0372057612905471
Cenpw	0.838623092939694	0.139698595224585	0.0277491984861842
Nudt21	0.835394513558263	-0.13394225033237	0.0257070323961677
Dync2li1	0.833402607390945	-0.1433292478049	0.0295773958425699
Mpped2	0.832534916403017	-0.186659332108067	0.0502683350901394
Fdps	0.828155679135612	-0.191823999441146	0.0536515056561094
Cyb561d2	0.827016245415463	0.133414728187939	0.0260243247751482
Edn3	0.82355039140283	0.203515552568946	0.0610681622780157
Prkrip1	0.822187172364998	-0.0910673620276886	0.0122682924323099
Capn15	0.819244343771101	-0.133952203786431	0.026734546581032
Rsad1	0.818419609377252	0.081645688951671	0.00995209385607238
Asic1	0.816417618009899	-0.143841326722485	0.0310414946300244
Colec12	0.814338772261952	-0.130457498420854	0.0256642080437024
Patj	0.813779278430008	-0.114556830225354	0.0198165807992935
Syne3	0.813475605024875	0.146624952068952	0.0324882784782319
Setdb2	0.811179521742956	-0.106903635918135	0.0173680474101072
Lpin3	0.809005954584893	-0.0978000757081615	0.0146141966035049
Gm15912	0.808780136693046	0.134026101470179	0.0274610928734312
Csnk1g1	0.806752996968759	0.137477258290776	0.0290389259986592
Lcor	0.801077970133411	-0.17023661074594	0.0451602514336667
Rab34	0.790962101934807	0.152846948537081	0.0373423972873581
Prorsd1	0.790564808221646	-0.119285775143847	0.0227668191763403
Nxpe4	0.787103853894526	0.129528037417252	0.0270809248990484
Snx7	0.785345428625931	-0.132174704541877	0.0283253481354559
Mst1r	0.784346474371678	0.142881631101584	0.0331846240038527
Irf4	0.783307885506194	0.139553338439497	0.0317406242160856
Rtp4	0.783291850001452	-0.0912771925523203	0.0135792984059458
2310010J17Rik	0.782213716981129	-0.161866450712075	0.0428215943258666
Fam229b	0.778334336916705	0.137931935545153	0.0314048903025226
Crlf2	0.774428593641142	0.143401170831521	0.0342880380024072
Zfp64	0.773246080960655	-0.0855391851901406	0.0122375579948674
Sox13	0.773245919354215	0.0940283231183801	0.0147870693117194
Dsn1	0.768683548289161	0.13835758202873	0.0323974445139827
Pcdhb20	0.766188998455153	-0.149032868893394	0.0378348746947011
Zmym6	0.76228447524903	-0.129956060780999	0.0290642370612593
Pigm	0.762239042261289	-0.120604198009606	0.0250347045590535
Clip3	0.758459256867219	0.101022371369693	0.0177406940070171
Apba1	0.756562661066294	-0.140508241495585	0.034491635649577
Ptges3	0.755362236809871	-0.132782939123532	0.0309011054876377
Tmem220	0.752782076150517	0.108735849281299	0.0208644510077374
Pdik1l	0.750112286445635	-0.120495882961792	0.0258042867163356
Gm16008	0.749010966617144	-0.132511180504346	0.0312988725104747
Pltp	0.747575637392442	-0.0959185763945816	0.0164624765469315
Gm16580	0.747033657038606	0.164253044578722	0.0483444382894542
Tbkbp1	0.746224978927635	-0.111333168173976	0.0222592009844314
Ttc9	0.744047809861336	-0.168583552924141	0.0513367911838407
Arhgap11a	0.739957390690848	0.140339376024759	0.0359704323541193
Megf10	0.737971936620607	-0.144080884739571	0.038118257493976
Tpk1	0.736825691922843	-0.106253607842415	0.0207949485262117
E2f5	0.736577421273399	-0.116659225241693	0.0250842645060079
Fzd1	0.735509048343318	-0.108396788073868	0.0217198483055217
Cetn3	0.727111698618561	0.151684704084746	0.0435192410623511
Nol4l	0.726848758081684	0.161326375714995	0.0492632034119967
Ammecr1l	0.726556065717287	0.0758509240314739	0.0108989205296034
Gm12359	0.723941202795088	-0.168169220022375	0.0539618002258068
Csgalnact1	0.723656214136037	-0.0967514289536588	0.0178751701454227
Gm4430_1	0.717815012440383	-0.136613968351676	0.0362213922868462
Aste1	0.717023571412159	0.118312925365834	0.0272268575819614
Limk1	0.714563196933102	0.132537736501462	0.0344031183866628
Pemt	0.713842493677627	-0.110116082423973	0.0237956027546835
Taf4	0.713256764109396	-0.0779101604063782	0.01193153718627
Gm29264	0.712972096014489	-0.147588137924625	0.0428506921117418
Fut2	0.712084592894457	-0.137010424130619	0.0370206502839994
Selp	0.711701171252114	-0.115345528393024	0.0262667393566401
Kbtbd11	0.709925786707273	-0.121246864489302	0.0291685694417081
Zscan29	0.709558901659917	-0.0945825796400227	0.0177682805953499
Setd6	0.70723551250563	-0.0748142676415573	0.0111902744556079
Hspbap1	0.706444042969237	0.0988166734459523	0.0195661295560339
Hyi	0.706293028744675	0.11608979609053	0.0270158264259685
Zfyve19	0.703695361679663	-0.0834689361180192	0.0140695555753885
Slc41a3	0.702884303225277	-0.0883336709646542	0.015793735800839
Ghdc	0.702528827586458	-0.0763419498996404	0.0118085941647601
Mamdc2	0.702175504431636	-0.0922824713201786	0.0172721771221222
Etv4	0.701194200425515	0.111219487206639	0.0251585232830102
Lnpep	0.699759085508402	0.150584585748635	0.0463088445668891
